nmtkp,tgldtgsjp,tglsep,jumlahsep,harilibur
RITL,2023-02-12,2023-02-12T00:00:00.000000Z,32920,0
RITL,2023-02-13,2023-02-13T00:00:00.000000Z,51083,0
RITL,2023-02-14,2023-02-14T00:00:00.000000Z,48906,0
RITL,2023-02-15,2023-02-15T00:00:00.000000Z,47654,0
RITL,2023-02-16,2023-02-16T00:00:00.000000Z,45161,0
RITL,2023-02-17,2023-02-17T00:00:00.000000Z,40366,0
RITL,2023-02-18,2023-02-18T00:00:00.000000Z,30115,1
RITL,2023-02-19,2023-02-19T00:00:00.000000Z,34052,0
RITL,2023-02-20,2023-02-20T00:00:00.000000Z,52538,0
RITL,2023-02-21,2023-02-21T00:00:00.000000Z,49378,0
RITL,2023-02-22,2023-02-22T00:00:00.000000Z,48309,0
RITL,2023-02-23,2023-02-23T00:00:00.000000Z,45612,0
RITL,2023-02-24,2023-02-24T00:00:00.000000Z,40951,0
RITL,2023-02-25,2023-02-25T00:00:00.000000Z,34797,0
RITL,2023-02-26,2023-02-26T00:00:00.000000Z,33368,0
RITL,2023-02-27,2023-02-27T00:00:00.000000Z,49933,0
RITL,2023-02-28,2023-02-28T00:00:00.000000Z,47495,0
RITL,2023-03-01,2023-03-01T00:00:00.000000Z,47289,0
RITL,2023-03-02,2023-03-02T00:00:00.000000Z,46613,0
RITL,2023-03-03,2023-03-03T00:00:00.000000Z,43731,0
RITL,2023-03-04,2023-03-04T00:00:00.000000Z,34435,0
RITL,2023-03-05,2023-03-05T00:00:00.000000Z,34897,0
RITL,2023-03-06,2023-03-06T00:00:00.000000Z,52851,0
RITL,2023-03-07,2023-03-07T00:00:00.000000Z,50666,0
RITL,2023-03-08,2023-03-08T00:00:00.000000Z,49996,0
RITL,2023-03-09,2023-03-09T00:00:00.000000Z,47519,0
RITL,2023-03-10,2023-03-10T00:00:00.000000Z,44075,0
RITL,2023-03-11,2023-03-11T00:00:00.000000Z,36438,0
RITL,2023-03-12,2023-03-12T00:00:00.000000Z,36134,0
RITL,2023-03-13,2023-03-13T00:00:00.000000Z,54107,0
RITL,2023-03-14,2023-03-14T00:00:00.000000Z,50598,0
RITL,2023-03-15,2023-03-15T00:00:00.000000Z,50690,0
RITL,2023-03-16,2023-03-16T00:00:00.000000Z,48057,0
RITL,2023-03-17,2023-03-17T00:00:00.000000Z,44057,0
RITL,2023-03-18,2023-03-18T00:00:00.000000Z,36901,0
RITL,2023-03-19,2023-03-19T00:00:00.000000Z,36511,0
RITL,2023-03-20,2023-03-20T00:00:00.000000Z,52793,0
RITL,2023-03-21,2023-03-21T00:00:00.000000Z,44251,0
RITL,2023-03-22,2023-03-22T00:00:00.000000Z,33687,1
RITL,2023-03-23,2023-03-23T00:00:00.000000Z,41355,1
RITL,2023-03-24,2023-03-24T00:00:00.000000Z,45148,0
RITL,2023-03-25,2023-03-25T00:00:00.000000Z,37872,0
RITL,2023-03-26,2023-03-26T00:00:00.000000Z,35461,0
RITL,2023-03-27,2023-03-27T00:00:00.000000Z,52295,0
RITL,2023-03-28,2023-03-28T00:00:00.000000Z,49261,0
RITL,2023-03-29,2023-03-29T00:00:00.000000Z,47768,0
RITL,2023-03-30,2023-03-30T00:00:00.000000Z,45679,0
RITL,2023-03-31,2023-03-31T00:00:00.000000Z,41884,0
RITL,2023-04-01,2023-04-01T00:00:00.000000Z,35860,0
RITL,2023-04-02,2023-04-02T00:00:00.000000Z,33900,0
RITL,2023-04-03,2023-04-03T00:00:00.000000Z,50396,0
RITL,2023-04-04,2023-04-04T00:00:00.000000Z,49008,0
RITL,2023-04-05,2023-04-05T00:00:00.000000Z,46844,0
RITL,2023-04-06,2023-04-06T00:00:00.000000Z,42230,0
RITL,2023-04-07,2023-04-07T00:00:00.000000Z,32896,1
RITL,2023-04-08,2023-04-08T00:00:00.000000Z,35538,0
RITL,2023-04-09,2023-04-09T00:00:00.000000Z,34169,0
RITL,2023-04-10,2023-04-10T00:00:00.000000Z,50318,0
RITL,2023-04-11,2023-04-11T00:00:00.000000Z,48192,0
RITL,2023-04-12,2023-04-12T00:00:00.000000Z,46432,0
RITL,2023-04-13,2023-04-13T00:00:00.000000Z,45428,0
RITL,2023-04-14,2023-04-14T00:00:00.000000Z,42309,0
RITL,2023-04-15,2023-04-15T00:00:00.000000Z,35482,0
RITL,2023-04-16,2023-04-16T00:00:00.000000Z,32752,0
RITL,2023-04-17,2023-04-17T00:00:00.000000Z,46592,0
RITL,2023-04-18,2023-04-18T00:00:00.000000Z,41104,0
RITL,2023-04-19,2023-04-19T00:00:00.000000Z,32866,1
RITL,2023-04-20,2023-04-20T00:00:00.000000Z,27183,1
RITL,2023-04-21,2023-04-21T00:00:00.000000Z,22882,1
RITL,2023-04-22,2023-04-22T00:00:00.000000Z,27310,1
RITL,2023-04-23,2023-04-23T00:00:00.000000Z,32368,1
RITL,2023-04-24,2023-04-24T00:00:00.000000Z,39325,1
RITL,2023-04-25,2023-04-25T00:00:00.000000Z,40675,1
RITL,2023-04-26,2023-04-26T00:00:00.000000Z,49800,0
RITL,2023-04-27,2023-04-27T00:00:00.000000Z,51013,0
RITL,2023-04-28,2023-04-28T00:00:00.000000Z,46791,0
RITL,2023-04-29,2023-04-29T00:00:00.000000Z,38238,0
RITL,2023-04-30,2023-04-30T00:00:00.000000Z,33721,0
RITL,2023-05-01,2023-05-01T00:00:00.000000Z,40748,1
RITL,2023-05-02,2023-05-02T00:00:00.000000Z,56715,0
RITL,2023-05-03,2023-05-03T00:00:00.000000Z,55242,0
RITL,2023-05-04,2023-05-04T00:00:00.000000Z,52613,0
RITL,2023-05-05,2023-05-05T00:00:00.000000Z,48801,0
RITL,2023-05-06,2023-05-06T00:00:00.000000Z,39121,0
RITL,2023-05-07,2023-05-07T00:00:00.000000Z,37274,0
RITL,2023-05-08,2023-05-08T00:00:00.000000Z,55204,0
RITL,2023-05-09,2023-05-09T00:00:00.000000Z,53615,0
RITL,2023-05-10,2023-05-10T00:00:00.000000Z,52344,0
RITL,2023-05-11,2023-05-11T00:00:00.000000Z,50163,0
RITL,2023-05-12,2023-05-12T00:00:00.000000Z,46664,0
RITL,2023-05-13,2023-05-13T00:00:00.000000Z,37934,0
RITL,2023-05-14,2023-05-14T00:00:00.000000Z,37149,0
RITL,2023-05-15,2023-05-15T00:00:00.000000Z,56321,0
RITL,2023-05-16,2023-05-16T00:00:00.000000Z,52924,0
RITL,2023-05-17,2023-05-17T00:00:00.000000Z,46832,0
RITL,2023-05-18,2023-05-18T00:00:00.000000Z,38228,1
RITL,2023-05-19,2023-05-19T00:00:00.000000Z,48071,0
RITL,2023-05-20,2023-05-20T00:00:00.000000Z,38942,0
RITL,2023-05-21,2023-05-21T00:00:00.000000Z,37768,0
RITL,2023-05-22,2023-05-22T00:00:00.000000Z,56918,0
RITL,2023-05-23,2023-05-23T00:00:00.000000Z,53603,0
RITL,2023-05-24,2023-05-24T00:00:00.000000Z,52257,0
RITL,2023-05-25,2023-05-25T00:00:00.000000Z,49508,0
RITL,2023-05-26,2023-05-26T00:00:00.000000Z,46550,0
RITL,2023-05-27,2023-05-27T00:00:00.000000Z,38479,0
RITL,2023-05-28,2023-05-28T00:00:00.000000Z,37665,0
RITL,2023-05-29,2023-05-29T00:00:00.000000Z,56318,0
RITL,2023-05-30,2023-05-30T00:00:00.000000Z,52869,0
RITL,2023-05-31,2023-05-31T00:00:00.000000Z,46512,0
RITL,2023-06-01,2023-06-01T00:00:00.000000Z,36815,1
RITL,2023-06-02,2023-06-02T00:00:00.000000Z,41713,1
RITL,2023-06-03,2023-06-03T00:00:00.000000Z,38531,0
RITL,2023-06-04,2023-06-04T00:00:00.000000Z,37869,1
RITL,2023-06-05,2023-06-05T00:00:00.000000Z,56947,0
RITL,2023-06-06,2023-06-06T00:00:00.000000Z,54427,0
RITL,2023-06-07,2023-06-07T00:00:00.000000Z,52071,0
RITL,2023-06-08,2023-06-08T00:00:00.000000Z,49507,0
RITL,2023-06-09,2023-06-09T00:00:00.000000Z,46233,0
RITL,2023-06-10,2023-06-10T00:00:00.000000Z,38727,0
RITL,2023-06-11,2023-06-11T00:00:00.000000Z,37658,0
RITL,2023-06-12,2023-06-12T00:00:00.000000Z,56226,0
RITL,2023-06-13,2023-06-13T00:00:00.000000Z,53468,0
RITL,2023-06-14,2023-06-14T00:00:00.000000Z,52469,0
RITL,2023-06-15,2023-06-15T00:00:00.000000Z,50248,0
RITL,2023-06-16,2023-06-16T00:00:00.000000Z,45948,0
RITL,2023-06-17,2023-06-17T00:00:00.000000Z,37676,0
RITL,2023-06-18,2023-06-18T00:00:00.000000Z,37559,0
RITL,2023-06-19,2023-06-19T00:00:00.000000Z,54999,0
RITL,2023-06-20,2023-06-20T00:00:00.000000Z,52934,0
RITL,2023-06-21,2023-06-21T00:00:00.000000Z,52710,0
RITL,2023-06-22,2023-06-22T00:00:00.000000Z,50174,0
RITL,2023-06-23,2023-06-23T00:00:00.000000Z,45679,0
RITL,2023-06-24,2023-06-24T00:00:00.000000Z,37926,0
RITL,2023-06-25,2023-06-25T00:00:00.000000Z,38100,0
RITL,2023-06-26,2023-06-26T00:00:00.000000Z,54080,0
RITL,2023-06-27,2023-06-27T00:00:00.000000Z,45193,0
RITL,2023-06-28,2023-06-28T00:00:00.000000Z,32934,1
RITL,2023-06-29,2023-06-29T00:00:00.000000Z,32207,1
RITL,2023-06-30,2023-06-30T00:00:00.000000Z,40820,1
RITL,2023-07-01,2023-07-01T00:00:00.000000Z,37852,0
RITL,2023-07-02,2023-07-02T00:00:00.000000Z,37462,0
RITL,2023-07-03,2023-07-03T00:00:00.000000Z,58564,0
RITL,2023-07-04,2023-07-04T00:00:00.000000Z,56809,0
RITL,2023-07-05,2023-07-05T00:00:00.000000Z,54824,0
RITL,2023-07-06,2023-07-06T00:00:00.000000Z,51936,0
RITL,2023-07-07,2023-07-07T00:00:00.000000Z,47576,0
RITL,2023-07-08,2023-07-08T00:00:00.000000Z,38348,0
RITL,2023-07-09,2023-07-09T00:00:00.000000Z,38001,0
RITL,2023-07-10,2023-07-10T00:00:00.000000Z,57704,0
RITL,2023-07-11,2023-07-11T00:00:00.000000Z,55139,0
RITL,2023-07-12,2023-07-12T00:00:00.000000Z,53952,0
RITL,2023-07-13,2023-07-13T00:00:00.000000Z,51220,0
RITL,2023-07-14,2023-07-14T00:00:00.000000Z,47327,0
RITL,2023-07-15,2023-07-15T00:00:00.000000Z,39306,0
RITL,2023-07-16,2023-07-16T00:00:00.000000Z,39278,0
RITL,2023-07-17,2023-07-17T00:00:00.000000Z,57696,0
RITL,2023-07-18,2023-07-18T00:00:00.000000Z,49490,0
RITL,2023-07-19,2023-07-19T00:00:00.000000Z,41389,1
RITL,2023-07-20,2023-07-20T00:00:00.000000Z,53229,0
RITL,2023-07-21,2023-07-21T00:00:00.000000Z,48751,0
RITL,2023-07-22,2023-07-22T00:00:00.000000Z,40139,0
RITL,2023-07-23,2023-07-23T00:00:00.000000Z,38754,0
RITL,2023-07-24,2023-07-24T00:00:00.000000Z,56077,0
RITL,2023-07-25,2023-07-25T00:00:00.000000Z,53362,0
RITL,2023-07-26,2023-07-26T00:00:00.000000Z,53154,0
RITL,2023-07-27,2023-07-27T00:00:00.000000Z,51332,0
RITL,2023-07-28,2023-07-28T00:00:00.000000Z,47453,0
RITL,2023-07-29,2023-07-29T00:00:00.000000Z,40002,0
RITL,2023-07-30,2023-07-30T00:00:00.000000Z,38575,0
RITL,2023-07-31,2023-07-31T00:00:00.000000Z,57736,0
RITL,2023-08-01,2023-08-01T00:00:00.000000Z,55307,0
RITL,2023-08-02,2023-08-02T00:00:00.000000Z,54759,0
RITL,2023-08-03,2023-08-03T00:00:00.000000Z,53091,0
RITL,2023-08-04,2023-08-04T00:00:00.000000Z,50170,0
RITL,2023-08-05,2023-08-05T00:00:00.000000Z,41195,0
RITL,2023-08-06,2023-08-06T00:00:00.000000Z,40451,0
RITL,2023-08-07,2023-08-07T00:00:00.000000Z,60533,0
RITL,2023-08-08,2023-08-08T00:00:00.000000Z,56964,0
RITL,2023-08-09,2023-08-09T00:00:00.000000Z,54804,0
RITL,2023-08-10,2023-08-10T00:00:00.000000Z,52915,0
RITL,2023-08-11,2023-08-11T00:00:00.000000Z,48483,0
RITL,2023-08-12,2023-08-12T00:00:00.000000Z,40447,0
RITL,2023-08-13,2023-08-13T00:00:00.000000Z,39907,0
RITL,2023-08-14,2023-08-14T00:00:00.000000Z,59010,0
RITL,2023-08-15,2023-08-15T00:00:00.000000Z,55381,0
RITL,2023-08-16,2023-08-16T00:00:00.000000Z,49198,0
RITL,2023-08-17,2023-08-17T00:00:00.000000Z,40645,1
RITL,2023-08-18,2023-08-18T00:00:00.000000Z,50735,0
RITL,2023-08-19,2023-08-19T00:00:00.000000Z,41043,0
RITL,2023-08-20,2023-08-20T00:00:00.000000Z,40612,0
RITL,2023-08-21,2023-08-21T00:00:00.000000Z,60811,0
RITL,2023-08-22,2023-08-22T00:00:00.000000Z,57688,0
RITL,2023-08-23,2023-08-23T00:00:00.000000Z,55619,0
RITL,2023-08-24,2023-08-24T00:00:00.000000Z,52494,0
RITL,2023-08-25,2023-08-25T00:00:00.000000Z,48927,0
RITL,2023-08-26,2023-08-26T00:00:00.000000Z,41091,0
RITL,2023-08-27,2023-08-27T00:00:00.000000Z,41233,0
RITL,2023-08-28,2023-08-28T00:00:00.000000Z,61428,0
RITL,2023-08-29,2023-08-29T00:00:00.000000Z,57353,0
RITL,2023-08-30,2023-08-30T00:00:00.000000Z,56112,0
RITL,2023-08-31,2023-08-31T00:00:00.000000Z,53591,0
RITL,2023-09-01,2023-09-01T00:00:00.000000Z,50888,0
RITL,2023-09-02,2023-09-02T00:00:00.000000Z,42928,0
RITL,2023-09-03,2023-09-03T00:00:00.000000Z,41853,0
RITL,2023-09-04,2023-09-04T00:00:00.000000Z,61812,0
RITL,2023-09-05,2023-09-05T00:00:00.000000Z,58852,0
RITL,2023-09-06,2023-09-06T00:00:00.000000Z,58159,0
RITL,2023-09-07,2023-09-07T00:00:00.000000Z,55879,0
RITL,2023-09-08,2023-09-08T00:00:00.000000Z,53311,0
RITL,2023-09-09,2023-09-09T00:00:00.000000Z,44578,0
RITL,2023-09-10,2023-09-10T00:00:00.000000Z,42616,0
RITL,2023-09-11,2023-09-11T00:00:00.000000Z,63407,0
RITL,2023-09-12,2023-09-12T00:00:00.000000Z,59462,0
RITL,2023-09-13,2023-09-13T00:00:00.000000Z,58303,0
RITL,2023-09-14,2023-09-14T00:00:00.000000Z,56236,0
RITL,2023-09-15,2023-09-15T00:00:00.000000Z,52756,0
RITL,2023-09-16,2023-09-16T00:00:00.000000Z,44327,0
RITL,2023-09-17,2023-09-17T00:00:00.000000Z,43333,0
RITL,2023-09-18,2023-09-18T00:00:00.000000Z,64042,0
RITL,2023-09-19,2023-09-19T00:00:00.000000Z,60254,0
RITL,2023-09-20,2023-09-20T00:00:00.000000Z,58697,0
RITL,2023-09-21,2023-09-21T00:00:00.000000Z,56181,0
RITL,2023-09-22,2023-09-22T00:00:00.000000Z,52955,0
RITL,2023-09-23,2023-09-23T00:00:00.000000Z,44599,0
RITL,2023-09-24,2023-09-24T00:00:00.000000Z,43016,0
RITL,2023-09-25,2023-09-25T00:00:00.000000Z,63033,0
RITL,2023-09-26,2023-09-26T00:00:00.000000Z,58895,0
RITL,2023-09-27,2023-09-27T00:00:00.000000Z,52633,0
RITL,2023-09-28,2023-09-28T00:00:00.000000Z,43685,1
RITL,2023-09-29,2023-09-29T00:00:00.000000Z,53642,0
RITL,2023-09-30,2023-09-30T00:00:00.000000Z,44080,0
RITL,2023-10-01,2023-10-01T00:00:00.000000Z,43878,0
RITL,2023-10-02,2023-10-02T00:00:00.000000Z,63313,0
RITL,2023-10-03,2023-10-03T00:00:00.000000Z,60873,0
RITL,2023-10-04,2023-10-04T00:00:00.000000Z,59584,0
RITL,2023-10-05,2023-10-05T00:00:00.000000Z,56767,0
RITL,2023-10-06,2023-10-06T00:00:00.000000Z,53370,0
RITL,2023-10-07,2023-10-07T00:00:00.000000Z,45016,0
RITL,2023-10-08,2023-10-08T00:00:00.000000Z,43747,0
RITL,2023-10-09,2023-10-09T00:00:00.000000Z,64566,0
RITL,2023-10-10,2023-10-10T00:00:00.000000Z,61203,0
RITL,2023-10-11,2023-10-11T00:00:00.000000Z,58671,0
RITL,2023-10-12,2023-10-12T00:00:00.000000Z,57401,0
RITL,2023-10-13,2023-10-13T00:00:00.000000Z,53896,0
RITL,2023-10-14,2023-10-14T00:00:00.000000Z,44684,0
RITL,2023-10-15,2023-10-15T00:00:00.000000Z,44297,0
RITL,2023-10-16,2023-10-16T00:00:00.000000Z,63381,0
RITL,2023-10-17,2023-10-17T00:00:00.000000Z,60034,0
RITL,2023-10-18,2023-10-18T00:00:00.000000Z,58480,0
RITL,2023-10-19,2023-10-19T00:00:00.000000Z,56405,0
RITL,2023-10-20,2023-10-20T00:00:00.000000Z,52300,0
RITL,2023-10-21,2023-10-21T00:00:00.000000Z,44088,0
RITL,2023-10-22,2023-10-22T00:00:00.000000Z,43395,0
RITL,2023-10-23,2023-10-23T00:00:00.000000Z,63442,0
RITL,2023-10-24,2023-10-24T00:00:00.000000Z,58079,0
RITL,2023-10-25,2023-10-25T00:00:00.000000Z,57414,0
RITL,2023-10-26,2023-10-26T00:00:00.000000Z,55210,0
RITL,2023-10-27,2023-10-27T00:00:00.000000Z,51374,0
RITL,2023-10-28,2023-10-28T00:00:00.000000Z,43334,0
RITL,2023-10-29,2023-10-29T00:00:00.000000Z,42582,0
RITL,2023-10-30,2023-10-30T00:00:00.000000Z,62265,0
RITL,2023-10-31,2023-10-31T00:00:00.000000Z,58938,0
RITL,2023-11-01,2023-11-01T00:00:00.000000Z,58925,0
RITL,2023-11-02,2023-11-02T00:00:00.000000Z,56423,0
RITL,2023-11-03,2023-11-03T00:00:00.000000Z,51869,0
RITL,2023-11-04,2023-11-04T00:00:00.000000Z,42691,0
RITL,2023-11-05,2023-11-05T00:00:00.000000Z,42098,0
RITL,2023-11-06,2023-11-06T00:00:00.000000Z,63306,0
RITL,2023-11-07,2023-11-07T00:00:00.000000Z,59530,0
RITL,2023-11-08,2023-11-08T00:00:00.000000Z,59297,0
RITL,2023-11-09,2023-11-09T00:00:00.000000Z,55850,0
RITL,2023-11-10,2023-11-10T00:00:00.000000Z,53292,0
RITL,2023-11-11,2023-11-11T00:00:00.000000Z,44237,0
RITL,2023-11-12,2023-11-12T00:00:00.000000Z,42969,0
RITL,2023-11-13,2023-11-13T00:00:00.000000Z,62605,0
RITL,2023-11-14,2023-11-14T00:00:00.000000Z,59081,0
RITL,2023-11-15,2023-11-15T00:00:00.000000Z,58423,0
RITL,2023-11-16,2023-11-16T00:00:00.000000Z,55705,0
RITL,2023-11-17,2023-11-17T00:00:00.000000Z,52305,0
RITL,2023-11-18,2023-11-18T00:00:00.000000Z,43247,0
RITL,2023-11-19,2023-11-19T00:00:00.000000Z,43057,0
RITL,2023-11-20,2023-11-20T00:00:00.000000Z,62732,0
RITL,2023-11-21,2023-11-21T00:00:00.000000Z,58812,0
RITL,2023-11-22,2023-11-22T00:00:00.000000Z,58745,0
RITL,2023-11-23,2023-11-23T00:00:00.000000Z,56002,0
RITL,2023-11-24,2023-11-24T00:00:00.000000Z,49848,0
RITL,2023-11-25,2023-11-25T00:00:00.000000Z,41896,0
RITL,2023-11-26,2023-11-26T00:00:00.000000Z,41552,0
RITL,2023-11-27,2023-11-27T00:00:00.000000Z,60957,0
RITL,2023-11-28,2023-11-28T00:00:00.000000Z,56877,0
RITL,2023-11-29,2023-11-29T00:00:00.000000Z,56737,0
RITL,2023-11-30,2023-11-30T00:00:00.000000Z,53403,0
RITL,2023-12-01,2023-12-01T00:00:00.000000Z,50040,0
RITL,2023-12-02,2023-12-02T00:00:00.000000Z,42942,0
RITL,2023-12-03,2023-12-03T00:00:00.000000Z,41725,0
RITL,2023-12-04,2023-12-04T00:00:00.000000Z,60356,0
RITL,2023-12-05,2023-12-05T00:00:00.000000Z,58693,0
RITL,2023-12-06,2023-12-06T00:00:00.000000Z,57914,0
RITL,2023-12-07,2023-12-07T00:00:00.000000Z,55993,0
RITL,2023-12-08,2023-12-08T00:00:00.000000Z,51781,0
RITL,2023-12-09,2023-12-09T00:00:00.000000Z,44243,0
RITL,2023-12-10,2023-12-10T00:00:00.000000Z,43254,0
RITL,2023-12-11,2023-12-11T00:00:00.000000Z,64146,0
RITL,2023-12-12,2023-12-12T00:00:00.000000Z,60885,0
RITL,2023-12-13,2023-12-13T00:00:00.000000Z,58504,0
RITL,2023-12-14,2023-12-14T00:00:00.000000Z,56513,0
RITL,2023-12-15,2023-12-15T00:00:00.000000Z,52890,0
RITL,2023-12-16,2023-12-16T00:00:00.000000Z,44561,0
RITL,2023-12-17,2023-12-17T00:00:00.000000Z,44625,0
RITL,2023-12-18,2023-12-18T00:00:00.000000Z,63720,0
RITL,2023-12-19,2023-12-19T00:00:00.000000Z,60377,0
RITL,2023-12-20,2023-12-20T00:00:00.000000Z,59142,0
RITL,2023-12-21,2023-12-21T00:00:00.000000Z,56666,0
RITL,2023-12-22,2023-12-22T00:00:00.000000Z,52628,0
RITL,2023-12-23,2023-12-23T00:00:00.000000Z,43621,0
RITL,2023-12-24,2023-12-24T00:00:00.000000Z,36801,0
RITL,2023-12-25,2023-12-25T00:00:00.000000Z,40323,1
RITL,2023-12-26,2023-12-26T00:00:00.000000Z,50881,1
RITL,2023-12-27,2023-12-27T00:00:00.000000Z,60191,0
RITL,2023-12-28,2023-12-28T00:00:00.000000Z,57179,0
RITL,2023-12-29,2023-12-29T00:00:00.000000Z,51138,0
RITL,2023-12-30,2023-12-30T00:00:00.000000Z,40790,0
RITL,2023-12-31,2023-12-31T00:00:00.000000Z,32804,0
RITL,2024-01-01,2024-01-01T00:00:00.000000Z,44178,1
RITL,2024-01-02,2024-01-02T00:00:00.000000Z,62333,0
RITL,2024-01-03,2024-01-03T00:00:00.000000Z,62720,0
RITL,2024-01-04,2024-01-04T00:00:00.000000Z,59296,0
RITL,2024-01-05,2024-01-05T00:00:00.000000Z,55491,0
RITL,2024-01-06,2024-01-06T00:00:00.000000Z,45783,0
RITL,2024-01-07,2024-01-07T00:00:00.000000Z,44420,0
RITL,2024-01-08,2024-01-08T00:00:00.000000Z,64056,0
RITL,2024-01-09,2024-01-09T00:00:00.000000Z,61116,0
RITL,2024-01-10,2024-01-10T00:00:00.000000Z,62662,0
RITL,2024-01-11,2024-01-11T00:00:00.000000Z,59287,0
RITL,2024-01-12,2024-01-12T00:00:00.000000Z,55942,0
RITL,2024-01-13,2024-01-13T00:00:00.000000Z,46590,0
RITL,2024-01-14,2024-01-14T00:00:00.000000Z,45707,0
RITL,2024-01-15,2024-01-15T00:00:00.000000Z,66056,0
RITL,2024-01-16,2024-01-16T00:00:00.000000Z,62665,0
RITL,2024-01-17,2024-01-17T00:00:00.000000Z,61049,0
RITL,2024-01-18,2024-01-18T00:00:00.000000Z,58468,0
RITL,2024-01-19,2024-01-19T00:00:00.000000Z,53051,0
RITL,2024-01-20,2024-01-20T00:00:00.000000Z,46385,0
RITL,2024-01-21,2024-01-21T00:00:00.000000Z,45148,0
RITL,2024-01-22,2024-01-22T00:00:00.000000Z,65421,0
RITL,2024-01-23,2024-01-23T00:00:00.000000Z,62071,0
RITL,2024-01-24,2024-01-24T00:00:00.000000Z,61874,0
RITL,2024-01-25,2024-01-25T00:00:00.000000Z,58600,0
RITL,2024-01-26,2024-01-26T00:00:00.000000Z,54062,0
RITL,2024-01-27,2024-01-27T00:00:00.000000Z,45821,0
RITL,2024-01-28,2024-01-28T00:00:00.000000Z,45013,0
RITL,2024-01-29,2024-01-29T00:00:00.000000Z,64650,0
RITL,2024-01-30,2024-01-30T00:00:00.000000Z,61290,0
RITL,2024-01-31,2024-01-31T00:00:00.000000Z,59837,0
RITL,2024-02-01,2024-02-01T00:00:00.000000Z,59941,0
RITL,2024-02-02,2024-02-02T00:00:00.000000Z,56840,0
RITL,2024-02-03,2024-02-03T00:00:00.000000Z,46789,0
RITL,2024-02-04,2024-02-04T00:00:00.000000Z,45852,0
RITL,2024-02-05,2024-02-05T00:00:00.000000Z,66589,0
RITL,2024-02-06,2024-02-06T00:00:00.000000Z,62531,0
RITL,2024-02-07,2024-02-07T00:00:00.000000Z,55879,0
RITL,2024-02-08,2024-02-08T00:00:00.000000Z,44126,1
RITL,2024-02-09,2024-02-09T00:00:00.000000Z,46958,1
RITL,2024-02-10,2024-02-10T00:00:00.000000Z,40493,1
RITL,2024-02-11,2024-02-11T00:00:00.000000Z,45129,0
RITL,2024-02-12,2024-02-12T00:00:00.000000Z,62333,0
RITL,2024-02-13,2024-02-13T00:00:00.000000Z,49670,0
RITL,2024-02-14,2024-02-14T00:00:00.000000Z,47077,1
RITL,2024-02-15,2024-02-15T00:00:00.000000Z,66530,0
RITL,2024-02-16,2024-02-16T00:00:00.000000Z,61160,0
RITL,2024-02-17,2024-02-17T00:00:00.000000Z,52065,0
RITL,2024-02-18,2024-02-18T00:00:00.000000Z,49386,0
RITL,2024-02-19,2024-02-19T00:00:00.000000Z,70488,0
RITL,2024-02-20,2024-02-20T00:00:00.000000Z,67794,0
RITL,2024-02-21,2024-02-21T00:00:00.000000Z,65029,0
RITL,2024-02-22,2024-02-22T00:00:00.000000Z,63268,0
RITL,2024-02-23,2024-02-23T00:00:00.000000Z,59071,0
RITL,2024-02-24,2024-02-24T00:00:00.000000Z,50479,0
RITL,2024-02-25,2024-02-25T00:00:00.000000Z,47019,0
RITL,2024-02-26,2024-02-26T00:00:00.000000Z,68533,0
RITL,2024-02-27,2024-02-27T00:00:00.000000Z,65470,0
RITL,2024-02-28,2024-02-28T00:00:00.000000Z,63206,0
RITL,2024-02-29,2024-02-29T00:00:00.000000Z,60678,0
RITL,2024-03-01,2024-03-01T00:00:00.000000Z,58552,0
RITL,2024-03-02,2024-03-02T00:00:00.000000Z,50000,0
RITL,2024-03-03,2024-03-03T00:00:00.000000Z,49110,0
RITL,2024-03-04,2024-03-04T00:00:00.000000Z,69751,0
RITL,2024-03-05,2024-03-05T00:00:00.000000Z,66571,0
RITL,2024-03-06,2024-03-06T00:00:00.000000Z,66607,0
RITL,2024-03-07,2024-03-07T00:00:00.000000Z,64199,0
RITL,2024-03-08,2024-03-08T00:00:00.000000Z,58908,0
RITL,2024-03-09,2024-03-09T00:00:00.000000Z,48428,0
RITL,2024-03-10,2024-03-10T00:00:00.000000Z,43329,0
RITL,2024-03-11,2024-03-11T00:00:00.000000Z,48101,1
RITL,2024-03-12,2024-03-12T00:00:00.000000Z,57326,1
RITL,2024-03-13,2024-03-13T00:00:00.000000Z,66851,0
RITL,2024-03-14,2024-03-14T00:00:00.000000Z,65919,0
RITL,2024-03-15,2024-03-15T00:00:00.000000Z,61701,0
RITL,2024-03-16,2024-03-16T00:00:00.000000Z,52675,0
RITL,2024-03-17,2024-03-17T00:00:00.000000Z,49847,0
RITL,2024-03-18,2024-03-18T00:00:00.000000Z,67875,0
RITL,2024-03-19,2024-03-19T00:00:00.000000Z,64783,0
RITL,2024-03-20,2024-03-20T00:00:00.000000Z,64762,0
RITL,2024-03-21,2024-03-21T00:00:00.000000Z,62249,0
RITL,2024-03-22,2024-03-22T00:00:00.000000Z,58474,0
RITL,2024-03-23,2024-03-23T00:00:00.000000Z,51548,0
RITL,2024-03-24,2024-03-24T00:00:00.000000Z,48940,0
RITL,2024-03-25,2024-03-25T00:00:00.000000Z,65647,0
RITL,2024-03-26,2024-03-26T00:00:00.000000Z,62881,0
RITL,2024-03-27,2024-03-27T00:00:00.000000Z,61361,0
