nmtkp,tgldtgsjp,jumlahsep,tanggal,harilibur
RJTL,11/7/2023,655822,,0.0
RJTL,11/8/2023,607395,,0.0
RJTL,11/9/2023,608723,,0.0
RJTL,11/10/2023,542429,,0.0
RJTL,11/11/2023,333827,,0.0
RJTL,11/12/2023,45691,,0.0
RJTL,11/13/2023,717570,,0.0
RJTL,11/14/2023,674604,,0.0
RJTL,11/15/2023,612740,,0.0
RJTL,11/16/2023,627408,,0.0
RJTL,11/17/2023,558600,,0.0
RJTL,11/18/2023,345585,,0.0
RJTL,11/19/2023,50370,,0.0
RJTL,11/20/2023,714110,,0.0
RJTL,11/21/2023,659915,,0.0
RJTL,11/22/2023,602575,,0.0
RJTL,11/23/2023,605004,,0.0
RJTL,11/24/2023,546459,,0.0
RJTL,11/25/2023,339663,,0.0
RJTL,11/26/2023,47596,,0.0
RJTL,11/27/2023,699011,,0.0
RJTL,11/28/2023,651273,,0.0
RJTL,11/29/2023,595340,,0.0
RJTL,11/30/2023,605877,,0.0
RJTL,12/1/2023,524462,,0.0
RJTL,12/2/2023,338423,,0.0
RJTL,12/3/2023,49010,,0.0
RJTL,12/4/2023,687234,,0.0
RJTL,12/5/2023,634135,,0.0
RJTL,12/6/2023,638389,,0.0
RJTL,12/7/2023,629730,,0.0
RJTL,12/8/2023,559355,,0.0
RJTL,12/9/2023,342523,,0.0
RJTL,12/10/2023,47558,,0.0
RJTL,12/11/2023,704983,,0.0
RJTL,12/12/2023,644994,,0.0
RJTL,12/13/2023,656206,,0.0
RJTL,12/14/2023,646959,,0.0
RJTL,12/15/2023,562422,,0.0
RJTL,12/16/2023,334707,,0.0
RJTL,12/17/2023,51011,,0.0
RJTL,12/18/2023,707387,,0.0
RJTL,12/19/2023,660400,,0.0
RJTL,12/20/2023,648039,,0.0
RJTL,12/21/2023,645988,,0.0
RJTL,12/22/2023,582435,,0.0
RJTL,12/23/2023,341359,,0.0
RJTL,12/24/2023,50374,,0.0
RJTL,12/25/2023,76536,12/25/2023,1.0
RJTL,12/26/2023,293347,12/26/2023,1.0
RJTL,12/27/2023,740103,,0.0
RJTL,12/28/2023,715741,,0.0
RJTL,12/29/2023,588869,,0.0
RJTL,12/30/2023,335130,,0.0
RJTL,12/31/2023,47092,,0.0
RJTL,1/1/2024,68769,1/1/2024,1.0
RJTL,1/2/2024,578926,,0.0
RJTL,1/3/2024,667540,,0.0
RJTL,1/4/2024,681378,,0.0
RJTL,1/5/2024,608978,,0.0
RJTL,1/6/2024,371514,,0.0
RJTL,1/7/2024,48527,,0.0
RJTL,1/8/2024,681511,,0.0
RJTL,1/9/2024,656043,,0.0
RJTL,1/10/2024,654356,,0.0
RJTL,1/11/2024,670261,,0.0
RJTL,1/12/2024,605948,,0.0
RJTL,1/13/2024,372923,,0.0
RJTL,1/14/2024,51442,,0.0
RJTL,1/15/2024,716885,,0.0
RJTL,1/16/2024,683404,,0.0
RJTL,1/17/2024,650147,,0.0
RJTL,1/18/2024,674128,,0.0
RJTL,1/19/2024,585490,,0.0
RJTL,1/20/2024,374211,,0.0
RJTL,1/21/2024,50741,,0.0
RJTL,1/22/2024,723454,,0.0
RJTL,1/23/2024,683438,,0.0
RJTL,1/24/2024,619873,,0.0
RJTL,1/25/2024,596424,,0.0
RJTL,1/26/2024,568630,,0.0
RJTL,1/27/2024,361621,,0.0
RJTL,1/28/2024,51067,,0.0
RJTL,1/29/2024,718407,,0.0
RJTL,1/30/2024,668813,,0.0
RJTL,1/31/2024,592873,,0.0
RJTL,2/1/2024,582808,,0.0
RJTL,2/2/2024,571722,,0.0
RJTL,2/3/2024,358013,,0.0
RJTL,2/4/2024,45353,,0.0
RJTL,2/5/2024,737137,,0.0
RJTL,2/6/2024,714715,,0.0
RJTL,2/7/2024,744289,,0.0
RJTL,2/8/2024,91263,2/8/2024,1.0
RJTL,2/9/2024,301940,2/9/2024,1.0
RJTL,2/10/2024,76685,2/10/2024,1.0
RJTL,2/11/2024,49781,,0.0
RJTL,2/12/2024,879885,,0.0
RJTL,2/13/2024,813757,,0.0
RJTL,2/14/2024,83625,2/14/2024,1.0
RJTL,2/15/2024,729875,,0.0
RJTL,2/16/2024,688751,,0.0
RJTL,2/17/2024,412050,,0.0
RJTL,2/18/2024,56256,,0.0
RJTL,2/19/2024,814823,,0.0
RJTL,2/20/2024,755955,,0.0
RJTL,2/21/2024,646651,,0.0
RJTL,2/22/2024,653415,,0.0
RJTL,2/23/2024,578547,,0.0
RJTL,2/24/2024,340818,,0.0
RJTL,2/25/2024,53704,,0.0
RJTL,2/26/2024,759395,,0.0
RJTL,2/27/2024,695172,,0.0
RJTL,2/28/2024,612095,,0.0
RJTL,2/29/2024,654831,,0.0
RJTL,3/1/2024,590003,,0.0
RJTL,3/2/2024,358946,,0.0
RJTL,3/3/2024,54229,,0.0
RJTL,3/4/2024,741916,,0.0
RJTL,3/5/2024,713200,,0.0
RJTL,3/6/2024,689928,,0.0
RJTL,3/7/2024,686301,,0.0
RJTL,3/8/2024,599838,,0.0
RJTL,3/9/2024,352218,,0.0
RJTL,3/10/2024,58584,,0.0
RJTL,3/11/2024,85239,3/11/2024,1.0
RJTL,3/12/2024,347264,3/12/2024,1.0
RJTL,3/13/2024,766237,,0.0
RJTL,3/14/2024,734976,,0.0
RJTL,3/15/2024,615816,,0.0
RJTL,3/16/2024,392603,,0.0
RJTL,3/17/2024,56953,,0.0
RJTL,3/18/2024,702744,,0.0
RJTL,3/19/2024,655667,,0.0
RJTL,3/20/2024,671418,,0.0
RJTL,3/21/2024,657244,,0.0
RJTL,3/22/2024,591841,,0.0
RJTL,3/23/2024,389874,,0.0
RJTL,3/24/2024,56202,,0.0
RJTL,3/25/2024,647875,,0.0
RJTL,3/26/2024,647662,,0.0
RJTL,3/27/2024,664395,,0.0
RJTL,3/28/2024,689267,,0.0
RJTL,3/29/2024,92684,3/29/2024,1.0
RJTL,3/30/2024,382255,,0.0
RJTL,3/31/2024,51372,3/31/2024,1.0
